address	section	name	status	family
0x00937734	.data	g_type_ZT_VINCE_QUESTION_ANSWERED	type-cache	
0x00937738	.data	g_type_ZT_SET_CLONING_SPECIES	type-cache	
0x0093773c	.data	g_type_ZT_ENTER_CLONING_MODE	type-cache	
0x00937740	.data	g_type_ZT_SET_CLONING_CENTER	type-cache	
0x00937744	.data	g_type_ZT_SET_NEXT_CLONED_SPECIES	type-cache	
0x00937748	.data	g_type_ZT_SET_RESEARCH_TIME_REMAINING	type-cache	
0x0093774c	.data	g_type_ZT_DISABLE_AUTO_EXIT	type-cache	
0x00937750	.data	g_type_ZT_ALLOW_FAILURE	type-cache	
0x00937754	.data	g_type_ZT_ACTIVATE_CLONING_LEVEL	type-cache	
0x00937758	.data	g_type_ZT_GET_NUM_ANIMALS_UNLOCKED	type-cache	
0x0093775c	.data	g_type_ZT_GET_ANIMAL_CREATED	type-cache	
0x00937760	.data	g_type_ZT_ADD_ANIMAL_FOR_CREATION	type-cache	
0x00937764	.data	g_type_ZT_NUM_SUPER_SPECIES_INSTANCES	type-cache	
0x00937768	.data	g_type_ZT_SET_PUZZLE_SPECIES	type-cache	
0x0093776c	.data	g_type_ZT_ENTER_PUZZLE_MODE	type-cache	
0x00937770	.data	g_type_ZT_RESET_PUZZLE	type-cache	
0x00937774	.data	g_type_ZT_DIG_ARTIFACT	type-cache	
0x00937778	.data	g_type_ZT_GET_NUM_PIECES_FOUND	type-cache	
0x0093777c	.data	g_type_ZT_GET_NUM_PUZZLES	type-cache	
0x00937780	.data	g_type_ZT_GET_NUM_PUZZLES_READY	type-cache	
0x00937784	.data	g_type_ZT_GET_NUM_PUZZLES_BUILT	type-cache	
0x00937788	.data	g_type_ZT_IS_PUZZLE_COMPLETE	type-cache	
0x0093778c	.data	g_type_ZT_PLACE_FOSSIL_MARKERS	type-cache	
0x00937790	.data	g_type_ZT_GET_PUZZLE_COMPLETE	type-cache	
0x00937794	.data	g_type_ZT_NEW_PUZZLE_AVAILABLE	type-cache	
0x00937798	.data	g_type_ZT_ENTER_DISEASE_MODE	type-cache	
0x0093779c	.data	g_type_ZT_CHECK_FOR_DISEASE	type-cache	
0x009377a0	.data	g_type_ZT_SET_DISEASE_CAUSE	type-cache	
0x009377a4	.data	g_type_ZT_SET_DISEASE_CURE	type-cache	
0x009377a8	.data	g_type_ZT_DISEASE_CURE_QUERY	type-cache	
0x009377ac	.data	g_type_ZT_SET_DISEASE_HINT_TABLE	type-cache	
0x009377b0	.data	g_type_ZT_FORCE_DISEASE	type-cache	
0x009377b4	.data	g_type_ZT_INCREMENT_DISEASE_HINT	type-cache	
0x009377b8	.data	g_type_ZT_GET_NUM_DISEASES_CURED	type-cache	
0x009377bc	.data	g_type_ZT_GET_CURRENT_DISEASE	type-cache	
0x009377c0	.data	g_type_ZT_SUPPRESS_DISEASES	type-cache	
0x009377c4	.data	g_type_ZT_ENTER_TRANQ_MODE	type-cache	
0x009377c8	.data	g_type_ZT_GET_NUM_DINOS_TRANQD	type-cache	
0x009377cc	.data	g_type_ZT_ENTER_FOSSIL_MODE	type-cache	
0x009377d0	.data	g_type_ZT_SET_PUZZLE_TO_FIND	type-cache	
0x009377d4	.data	g_type_ZT_UNLOCK_RANDOM_PUZZLE	type-cache	
0x009377d8	.data	g_type_ZT_UNLOCK_PUZZLE	type-cache	
0x009377dc	.data	g_type_ZT_CHOOSE_RANDOM_PUZZLE	type-cache	
0x009377e0	.data	g_type_ZT_GET_SONAR_LEVEL	type-cache	
0x009377e4	.data	g_type_ZT_REINITIALIZE_MOUSE_PROMPT	type-cache	
0x009377e8	.data	g_type_ZT_HIDE_MOUSE_PROMPT	type-cache	
0x009377ec	.data	g_type_ZT_NO_PLACEMENT_IN_TANK_WITH_ANIMALS	type-cache	
0x009377f0	.data	g_type_ZT_ENABLE_ADOPTION	type-cache	
0x009377f4	.data	startup logging/config object global	identified	Engine/platform/runtime variables/data
0x00937800	.data	Gamebryo height/sample dispatch variant 947b9a initializer result glob	identified	Engine/platform/runtime variables/data
0x00937808	.data	Gamebryo height/sample dispatch variant 947b8f initializer result glob	identified	Engine/platform/runtime variables/data
0x0093780c	.data	Gamebryo height/sample dispatch variant 947b91 initializer result glob	identified	Engine/platform/runtime variables/data
0x00937810	.data	Gamebryo height/sample dispatch variant 947b8d initializer result glob	identified	Engine/platform/runtime variables/data
0x00937814	.data	Gamebryo height/sample dispatch variant 947b93 initializer result glob	identified	Engine/platform/runtime variables/data
0x00937818	.data	Gamebryo height/sample dispatch variant 947b8e initializer result glob	identified	Engine/platform/runtime variables/data
0x0093781c	.data	Gamebryo height/sample dispatch variant 947b98 initializer result glob	identified	Engine/platform/runtime variables/data
0x00937828	.data	Gamebryo height/sample dispatch extended-table initializer result glob	identified	Engine/platform/runtime variables/data
0x0093782c	.data	Gamebryo height/sample dispatch variant 947b90 initializer result glob	identified	Engine/platform/runtime variables/data
0x00937830	.data	Gamebryo height/sample dispatch variant 947b94 initializer result glob	identified	Engine/platform/runtime variables/data
0x0093783c	.data	Gamebryo height/sample dispatch variant 947b96 initializer result glob	identified	Engine/platform/runtime variables/data
0x00937840	.data	Gamebryo height/sample dispatch defaults initializer result global	identified	Engine/platform/runtime variables/data
0x0093784c	.data	Gamebryo height/sample dispatch variant 947b92 initializer result glob	identified	Engine/platform/runtime variables/data
0x00937850	.data	Gamebryo height/sample dispatch variant-table initializer result globa	identified	Engine/platform/runtime variables/data
0x00937854	.data	Gamebryo height/sample dispatch variant 947b99 initializer result glob	identified	Engine/platform/runtime variables/data
0x00937864	.data	g_type_BFSND_MASTER_VOLUME	type-cache	
0x00937868	.data	g_type_BFSND_GET_VOLUME	type-cache	
0x0093786c	.data	g_type_BFSND_MODIFY_VOLUME	type-cache	
0x00937870	.data	g_type_BFG_ACTIVATE_GLOBALSOUNDDUCKING	type-cache	
0x00937874	.data	g_type_BFSND_CMD	type-cache	
0x00937878	.data	g_type_BFSND_UPDATE_ALL	type-cache	
0x0093787c	.data	g_type_BFSND_PLAY_FROM_ENTITY	type-cache	
0x00937880	.data	g_type_BFSND_PAUSE_ALL	type-cache	
0x00937884	.data	g_type_BFSND_UPDATE	type-cache	
0x00937888	.data	g_type_BFSND_STOP	type-cache	
0x0093788c	.data	g_type_BFSND_FINISH	type-cache	
0x00937890	.data	g_type_BFSND_POSITION_AND_ORIENT_LISTENER	type-cache	
0x00937894	.data	g_type_BFSND_REMOVE	type-cache	
0x00937898	.data	g_type_BFSND_RESUME	type-cache	
0x0093789c	.data	g_type_BFSND_2D_VOLUME	type-cache	
0x009378a0	.data	g_type_BFSND_OPTIONS_CHANGED	type-cache	
0x009378a4	.data	g_type_BFSND_PAUSE	type-cache	
0x009378a8	.data	g_type_BFSND_RESUME_ALL	type-cache	
0x009378ac	.data	g_type_BFSND_ADD	type-cache	
0x009378b0	.data	g_type_BFSND_PLAY_ALL	type-cache	
0x009378b4	.data	g_type_BFSND_RELOAD_SOUND_FILE	type-cache	
0x009378b8	.data	g_type_BFSND_MUSIC_VOLUME	type-cache	
0x009378bc	.data	g_type_BFSND_START_FADING	type-cache	
0x009378c0	.data	g_type_BFSND_STOP_ALL	type-cache	
0x009378c4	.data	g_type_BFG_DEACTIVATE_GLOBALSOUNDDUCKING	type-cache	
0x009378c8	.data	g_type_BFSND_3D_VOLUME	type-cache	
0x009378cc	.data	g_type_BFSND_FULLRESUME	type-cache	
0x009378d0	.data	g_type_BFSND_EVENT	type-cache	
0x009378d4	.data	g_type_BFSND_FULLPAUSE	type-cache	
0x009378d8	.data	g_type_BFSND_PLAY	type-cache	
0x009378dc	.data	g_type_BFSND_MODIFY_PAN	type-cache	
0x00937934	.data	global sound handle registry begin pointer global	identified	Engine/platform/runtime variables/data
0x00937938	.data	global sound handle registry current pointer global	identified	Engine/platform/runtime variables/data
0x0093793c	.data	global sound handle registry capacity pointer global	identified	Engine/platform/runtime variables/data
0x009379a4	.data	renderer pixel-format record 0x00937988 encoded format-key high dword 	identified	Engine/platform/runtime variables/data
0x009379c4	.data	renderer pixel-format record 0x009379a8 encoded format-key high dword 	identified	Engine/platform/runtime variables/data
0x009379e0	.data	renderer pixel-format record 0x009379c8 encoded format-key low dword g	identified	Engine/platform/runtime variables/data
0x009379e4	.data	renderer pixel-format record 0x009379c8 encoded format-key high dword 	identified	Engine/platform/runtime variables/data
0x00937a04	.data	renderer pixel-format record 0x009379e8 encoded format-key high dword 	identified	Engine/platform/runtime variables/data
0x00937a60	.data	renderer pixel-format record 0x00937a48 encoded format-key low dword g	identified	Engine/platform/runtime variables/data
0x00937a64	.data	renderer pixel-format record 0x00937a48 encoded format-key high dword 	identified	Engine/platform/runtime variables/data
0x00937a84	.data	renderer pixel-format record 0x00937a68 encoded format-key high dword 	identified	Engine/platform/runtime variables/data
0x00937b7c	.data	static default NiTexturingProperty pointer global	identified	Engine/platform/runtime variables/data
0x00937b80	.data	second Gamebryo height/sample dispatch variant 947b9a initializer resu	identified	Engine/platform/runtime variables/data
0x00937b84	.data	second Gamebryo height/sample dispatch variant 947b8f initializer resu	identified	Engine/platform/runtime variables/data
0x00937b88	.data	second Gamebryo height/sample dispatch variant 947b91 initializer resu	identified	Engine/platform/runtime variables/data
0x00937b8c	.data	second Gamebryo height/sample dispatch variant 947b8d initializer resu	identified	Engine/platform/runtime variables/data
0x00937b90	.data	second Gamebryo height/sample dispatch variant 947b93 initializer resu	identified	Engine/platform/runtime variables/data
0x00937b94	.data	second Gamebryo height/sample dispatch variant 947b8e initializer resu	identified	Engine/platform/runtime variables/data
0x00937b98	.data	second Gamebryo height/sample dispatch variant 947b98 initializer resu	identified	Engine/platform/runtime variables/data
0x00937b9c	.data	second Gamebryo height/sample dispatch extended-table initializer resu	identified	Engine/platform/runtime variables/data
0x00937ba0	.data	second Gamebryo height/sample dispatch variant 947b90 initializer resu	identified	Engine/platform/runtime variables/data
0x00937ba4	.data	second Gamebryo height/sample dispatch variant 947b94 initializer resu	identified	Engine/platform/runtime variables/data
0x00937bac	.data	second Gamebryo height/sample dispatch variant 947b96 initializer resu	identified	Engine/platform/runtime variables/data
0x00937bb0	.data	second Gamebryo height/sample dispatch defaults initializer result glo	identified	Engine/platform/runtime variables/data
0x00937bb4	.data	second Gamebryo height/sample dispatch variant 947b92 initializer resu	identified	Engine/platform/runtime variables/data
0x00937bb8	.data	second Gamebryo height/sample dispatch variant-table initializer resul	identified	Engine/platform/runtime variables/data
0x00937bbc	.data	second Gamebryo height/sample dispatch variant 947b99 initializer resu	identified	Engine/platform/runtime variables/data
0x00937bcc	.data	minimum supported NIF version packed dword global	identified	Engine/platform/runtime variables/data
0x00937bd0	.data	maximum supported NIF version packed dword global	identified	Engine/platform/runtime variables/data
0x00937bd4	.data	NiAVObject slot58 shared resource-default temp pointer global	identified	Engine/platform/runtime variables/data
0x00937bd8	.data	renderer resource/default service pointer global	identified	Engine/platform/runtime variables/data
0x00937cc8	.data	static default NiStencilProperty flag word global	identified	Engine/platform/runtime variables/data
0x00937cd4	.data	static default NiStencilProperty m_uiRef field global	identified	Engine/platform/runtime variables/data
0x00937cdc	.data	static default NiStencilProperty m_eFailAct field global	identified	Engine/platform/runtime variables/data
0x00937ce0	.data	static default NiStencilProperty m_eZFailAct field global	identified	Engine/platform/runtime variables/data
0x00937ce8	.data	static default NiStencilProperty m_eDrawMode field global	identified	Engine/platform/runtime variables/data
0x00937d30	.data	static default NiZBufferProperty flag word global	identified	Engine/platform/runtime variables/data
0x00937d34	.data	static default NiZBufferProperty test enum field global	identified	Engine/platform/runtime variables/data
0x00937d5c	.data	static default NiRendererSpecificProperty payload pointer global	identified	Engine/platform/runtime variables/data
0x00937d7c	.data	retired BFSafeHandledObj pointer hash-node vector begin pointer global	identified	Engine/platform/runtime variables/data
0x00937d80	.data	retired BFSafeHandledObj pointer hash-node vector current pointer glob	identified	Engine/platform/runtime variables/data
0x00937d84	.data	retired BFSafeHandledObj pointer hash-node vector capacity pointer glo	identified	Engine/platform/runtime variables/data
0x00937d90	.data	safehandledobjid object-to-id map sentinel pointer global	identified	Engine/platform/runtime variables/data
0x00937d94	.data	safehandledobjid object-to-id map count global	identified	Engine/platform/runtime variables/data
0x00937d9c	.data	safehandledobjid id-to-object map sentinel pointer global	identified	Engine/platform/runtime variables/data
0x00937da0	.data	safehandledobjid id-to-object map count global	identified	Engine/platform/runtime variables/data
0x00937da8	.data	UI value-assignment dependency registry sentinel pointer	identified	UI/content/profile variables/data
0x00937dac	.data	UI value-assignment dependency registry count	identified	UI/content/profile variables/data
0x00937db0	.data	g_type_BFUNDO_EVENT	type-cache	
0x00937db4	.data	g_type_BFUNDO_ACTIVATETRANSACTION	type-cache	
0x00937dd8	.data	user-profile temp/save path scratch string object global	identified	UI/content/profile variables/data
0x00937de0	.data	user-profile temp/save root path char pointer cell	identified	UI/content/profile variables/data
0x00937df0	.data	user-profile tempDirectory path char pointer cell	identified	UI/content/profile variables/data
0x00937df8	.data	g_type_BF_GET_HEARTBEAT	type-cache	
0x00937e00	.data	pending BFBinder tree sentinel pointer global	identified	Engine/platform/runtime variables/data
0x00937e04	.data	pending BFBinder tree count global	identified	Engine/platform/runtime variables/data
0x00937e08	.data	g_type_BFTIME_EVENT	type-cache	
0x00937e0c	.data	g_type_BFTIME_HEARTBEAT	type-cache	
0x00937e10	.data	g_type_BFTIME_SIMTICK	type-cache	
0x00937e14	.data	g_type_BFTIME_SLOWTICK	type-cache	
0x00937e1c	.data	renderer display-mode list sentinel pointer global	identified	Engine/platform/runtime variables/data
0x00937e24	.data	g_type_BFUSERPROFILE_EVENT	type-cache	
0x00937e28	.data	g_type_BFUSERPROFILE_ADD_PROFILE	type-cache	
0x00937e2c	.data	g_type_BFUSERPROFILE_REMOVE_PROFILE	type-cache	
0x00937e30	.data	g_type_BFUSERPROFILE_SET_PROFILE	type-cache	
0x00937e34	.data	g_type_BFUSERPROFILE_OPTIONS_CHANGED	type-cache	
0x00937e38	.data	g_type_BFUSERPROFILE_ACTION_SUCCEEDED	type-cache	
0x00937e3c	.data	g_type_BFUSERPROFILE_ACTION_FAILED	type-cache	
0x00937e48	.data	resource loader-removed fallback string storage pointer global	identified	Engine/platform/runtime variables/data
0x00937e54	.data	resource cache red-black tree sentinel pointer global	identified	Engine/platform/runtime variables/data
0x00937e58	.data	resource cache red-black tree node count global	identified	Engine/platform/runtime variables/data
0x00937e60	.data	resource `.bin` lookup BFString text length global	identified	Engine/platform/runtime variables/data
0x00937e64	.data	resource `.bin` lookup BFString storage pointer global	identified	Engine/platform/runtime variables/data
0x00937e6c	.data	XML/text output buffer pointer	identified	UI/content/profile variables/data
0x00937e74	.data	resource inflate input scratch buffer pointer global	identified	Engine/platform/runtime variables/data
0x00937e78	.data	resource inflate input scratch buffer capacity global	identified	Engine/platform/runtime variables/data
0x00937e7c	.data	resource inflate z_stream next_in pointer global	identified	Engine/platform/runtime variables/data
0x00937e80	.data	resource inflate z_stream avail_in count global	identified	Engine/platform/runtime variables/data
0x00937e88	.data	resource inflate z_stream next_out pointer global	identified	Engine/platform/runtime variables/data
0x00937e8c	.data	resource inflate z_stream avail_out count global	identified	Engine/platform/runtime variables/data
0x00937eac	.data	resource inflate z_stream adler checksum global	identified	Engine/platform/runtime variables/data
0x00937ec8	.data	g_type_BF_PERF_INCREASE	type-cache	
0x00937ecc	.data	g_type_BF_PERF_DECREASE	type-cache	
0x00937ed0	.data	g_type_BF_GRAPHICS_PERF_INCREASE	type-cache	
0x00937ed4	.data	g_type_BF_GRAPHICS_PERF_DECREASE	type-cache	
0x009380b8	.data	third Gamebryo height/sample dispatch variant 947b9a initializer resul	identified	Engine/platform/runtime variables/data
0x009380bc	.data	third Gamebryo height/sample dispatch variant 947b8f initializer resul	identified	Engine/platform/runtime variables/data
0x009380c0	.data	third Gamebryo height/sample dispatch variant 947b91 initializer resul	identified	Engine/platform/runtime variables/data
0x009380c4	.data	third Gamebryo height/sample dispatch variant 947b8d initializer resul	identified	Engine/platform/runtime variables/data
0x009380c8	.data	third Gamebryo height/sample dispatch variant 947b93 initializer resul	identified	Engine/platform/runtime variables/data
0x009380cc	.data	third Gamebryo height/sample dispatch variant 947b8e initializer resul	identified	Engine/platform/runtime variables/data
0x009380d0	.data	third Gamebryo height/sample dispatch variant 947b98 initializer resul	identified	Engine/platform/runtime variables/data
0x009380d4	.data	third Gamebryo height/sample dispatch extended-table initializer resul	identified	Engine/platform/runtime variables/data
0x009380d8	.data	third Gamebryo height/sample dispatch variant 947b90 initializer resul	identified	Engine/platform/runtime variables/data
0x009380dc	.data	third Gamebryo height/sample dispatch variant 947b94 initializer resul	identified	Engine/platform/runtime variables/data
0x009380e0	.data	third Gamebryo height/sample dispatch variant 947b96 initializer resul	identified	Engine/platform/runtime variables/data
0x009380e4	.data	third Gamebryo height/sample dispatch defaults initializer result glob	identified	Engine/platform/runtime variables/data
0x009380e8	.data	third Gamebryo height/sample dispatch variant 947b92 initializer resul	identified	Engine/platform/runtime variables/data
0x009380ec	.data	third Gamebryo height/sample dispatch variant-table initializer result	identified	Engine/platform/runtime variables/data
0x009380f0	.data	third Gamebryo height/sample dispatch variant 947b99 initializer resul	identified	Engine/platform/runtime variables/data
0x009380f8	.data	g_type_BEH_EVENT_ROOT	type-cache	
0x009380fc	.data	g_type_BEH_APPEND	type-cache	
0x00938100	.data	g_type_BEH_END	type-cache	
0x00938104	.data	g_type_BEH_INTERRUPT	type-cache	
0x00938108	.data	g_type_BEH_ABORT	type-cache	
0x0093810c	.data	g_type_BEH_RESET	type-cache	
0x00938110	.data	g_type_BEH_SUPPRESS	type-cache	
0x00938114	.data	g_type_BEH_OK	type-cache	
0x00938118	.data	g_type_BEH_ERROR	type-cache	
0x0093811c	.data	g_type_BEH_COMPLETE	type-cache	
0x00938120	.data	g_type_BEH_FAILURE	type-cache	
0x0093812c	.data	BFAITokenTargetPosition vector-attribute key global	identified	Gameplay/entity variables/data
0x00938130	.data	g_type_BFAI_EVENT	type-cache	
0x00938134	.data	g_type_BFAI_CREATE_ENTITY	type-cache	
0x00938138	.data	g_type_BFAI_DESTROY_ENTITY	type-cache	
0x0093813c	.data	g_type_BFAI_REGISTER_ENTITY	type-cache	
0x00938140	.data	g_type_BFAI_UNREGISTER_ENTITY	type-cache	
0x00938144	.data	g_type_BFAI_ACTIVATE	type-cache	
0x00938148	.data	g_type_BFAI_TOKEN	type-cache	
0x0093814c	.data	g_type_BFAI_HAS_TOKEN	type-cache	
0x00938150	.data	g_type_BFAI_REMOVE_TOKEN	type-cache	
0x00938154	.data	g_type_BFAI_REMOVE_TOKENS	type-cache	
0x00938158	.data	g_type_BFAI_GET_TRIGGERED	type-cache	
0x0093815c	.data	g_type_BFAI_GET_CRITICAL	type-cache	
0x00938160	.data	g_type_BFAI_GET_CRITICAL_THRESHOLD	type-cache	
0x00938164	.data	g_type_BFAI_GET_PRESSING_THRESHOLD	type-cache	
0x00938168	.data	g_type_BFAI_GET_TIMES_CRITICAL	type-cache	
0x0093816c	.data	g_type_BFAI_SET_RANDOM_VALUES	type-cache	
0x00938170	.data	g_type_BFAI_FLUSH_TASK_CACHE	type-cache	
0x00938174	.data	g_type_BFAI_ADD_TASK_TO_CACHE	type-cache	
0x00938178	.data	g_type_BFAI_ATTRIBUTE_CHANGED_FLOAT	type-cache	
0x0093817c	.data	g_type_BFAI_ATTRIBUTE_CHANGED_BOOL	type-cache	
0x00938180	.data	g_type_BFAI_ATTRIBUTE_CHANGED_STRING	type-cache	
0x00938184	.data	g_type_BFAI_ATTRIBUTE_CHANGED_POINT3	type-cache	
0x00938188	.data	g_type_BFAI_SET_TOKEN_TARGET	type-cache	
0x0093818c	.data	g_type_BFAI_ADD_RELATIONSHIP	type-cache	
0x00938190	.data	g_type_BFAI_REMOVE_RELATIONSHIP	type-cache	
0x00938194	.data	g_type_BFAI_TEST_RELATIONSHIP	type-cache	
0x00938198	.data	g_type_BFAI_GET_RELATED_ENTITIES	type-cache	
0x0093819c	.data	g_type_BFAI_GET_RELATED_ENTITY	type-cache	
0x009381a0	.data	g_type_BFAI_CLEAR_RELATIONSHIP	type-cache	
0x009381a4	.data	g_type_BFAI_GET_TRICK_DIFFICULTY	type-cache	
0x009381a8	.data	g_type_BFAI_GET_TRICK_POPULARITY	type-cache	
0x009381ac	.data	g_type_BFAI_IS_ENTITY_IN_HABITAT	type-cache	
0x009381b0	.data	g_type_BFAI_IS_ENTITY_CONTAINED	type-cache	
0x009381b4	.data	g_type_BFAI_IS_ENTITY_ON_BIOME	type-cache	
0x009381b8	.data	g_type_BFAI_GET_ARRIVAL	type-cache	
0x009381bc	.data	g_type_BFAI_SET_ARRIVAL	type-cache	
0x009381cc	.data	BFAI entity-target type list sentinel pointer global	identified	Gameplay/entity variables/data
0x009381e4	.data	BFAI entity-target type cache vector begin pointer global	identified	Gameplay/entity variables/data
0x009381e8	.data	BFAI entity-target type cache vector current pointer global	identified	Gameplay/entity variables/data
0x00938214	.data	BFAI task floatAttribute config key global	identified	Gameplay/entity variables/data
0x00938218	.data	BFAI task booleanAttribute config key global	identified	Gameplay/entity variables/data
0x0093821c	.data	BFAI task needAttribute config key global	identified	Gameplay/entity variables/data
0x009382c4	.data	BFBehDockTAP object freelist head	identified	Gameplay/entity variables/data
0x009382ec	.data	BFBehAnimateTAP object freelist head	identified	Gameplay/entity variables/data
0x00938300	.data	fourth Gamebryo height/sample dispatch extended-table initializer resu	identified	Engine/platform/runtime variables/data
0x0093830c	.data	fourth Gamebryo height/sample dispatch defaults initializer result glo	identified	Engine/platform/runtime variables/data
0x00938318	.data	fourth Gamebryo height/sample dispatch variant-table initializer resul	identified	Engine/platform/runtime variables/data
0x0093832c	.data	BFAISensor candidate-ref vector begin pointer global	identified	Gameplay/entity variables/data
0x00938330	.data	BFAISensor candidate-ref vector current pointer global	identified	Gameplay/entity variables/data
0x0093833c	.data	g_type_BFAIStateVarBaseType	type-cache	
0x00938360	.data	material replacement stateList schema key global	identified	Engine/platform/runtime variables/data
0x00938364	.data	material replacement weights schema key global	identified	Engine/platform/runtime variables/data
0x0093836c	.data	material replacement base schema key global	identified	Engine/platform/runtime variables/data
0x00938370	.data	material replacement variant schema key global	identified	Engine/platform/runtime variables/data
0x00938378	.data	material replacement attribData schema key global	identified	Engine/platform/runtime variables/data
0x0093837c	.data	material replacement textureData schema key global	identified	Engine/platform/runtime variables/data
0x0093838c	.data	BFAITextureController roll-state suffix `_1` key global	identified	Gameplay/entity variables/data
0x00938390	.data	BFAITextureController roll-state suffix `_2` key global	identified	Gameplay/entity variables/data
0x00938394	.data	BFAITextureController roll-state suffix `_3` key global	identified	Gameplay/entity variables/data
0x00938398	.data	BFAITextureController roll-state suffix `_4` key global	identified	Gameplay/entity variables/data
0x0093839c	.data	BFAITextureController roll-state suffix `_5` key global	identified	Gameplay/entity variables/data
0x009383a0	.data	terrain/render layer string object globals	identified	Gameplay/entity variables/data
0x009383a8	.data	terrain/render layer `ground` string buffer pointer global	identified	Gameplay/entity variables/data
0x009383d0	.data	terrain/material replacement cleanup list head	identified	Gameplay/entity variables/data
0x009383dc	.data	BFAI behavior targetEntity schema key global	identified	Gameplay/entity variables/data
0x00938414	.data	BFAI TaskTarget schema key global	identified	Gameplay/entity variables/data
0x00938418	.data	BFAIUnhideComponent PhysObj field key global	identified	Gameplay/entity variables/data
0x00938420	.data	BFBehavior object freelist head	identified	Gameplay/entity variables/data
0x00938424	.data	BFBehDockTAP large object freelist head	identified	Gameplay/entity variables/data
0x00938428	.data	BFBehAnimate object freelist head	identified	Gameplay/entity variables/data
0x00938444	.data	BFAI animation animQueue schema key global	identified	Gameplay/entity variables/data
0x00938460	.data	BFBehPlaySet object freelist head	identified	Gameplay/entity variables/data
0x00938464	.data	BFBehRandomSet object freelist head	identified	Gameplay/entity variables/data
0x00938468	.data	g_type_LOCO_EVENT_ROOT	type-cache	
0x0093846c	.data	g_type_REQUEST_VELOCITY	type-cache	
0x00938470	.data	g_type_RETURN_VELOCITY	type-cache	
0x00938474	.data	g_type_RESOLVE_COLLISIONS	type-cache	
0x00938478	.data	g_type_RESET_LOCOMOTION	type-cache	
0x0093847c	.data	g_type_LOCO_OK	type-cache	
0x00938480	.data	g_type_LOCO_ERROR	type-cache	
0x00938488	.data	BFBehSyncSet object freelist head	identified	Gameplay/entity variables/data
0x00938490	.data	BFBehHide object freelist head	identified	Gameplay/entity variables/data
0x00938494	.data	BFBehFade object freelist head	identified	Gameplay/entity variables/data
0x00938498	.data	BFBehMove object freelist head	identified	Gameplay/entity variables/data
0x0093849c	.data	BFBehFaceTarget object freelist head	identified	Gameplay/entity variables/data
0x009384a0	.data	BFBehSendToken object freelist head	identified	Gameplay/entity variables/data
0x009384a4	.data	BFBehSetAttribute object freelist head	identified	Gameplay/entity variables/data
0x009384a8	.data	BFBehDetachObject object freelist head	identified	Gameplay/entity variables/data
0x009384b4	.data	BFAI attachment/action field-key globals	identified	Gameplay/entity variables/data
0x009384cc	.data	BFBehSpawn object freelist head	identified	Gameplay/entity variables/data
0x009384d0	.data	BFBehGotoPos object freelist head	identified	Gameplay/entity variables/data
0x009384d4	.data	BFBehAnimSwitchSet object freelist head	identified	Gameplay/entity variables/data
0x009384dc	.data	BFBehPursuit object freelist head	identified	Gameplay/entity variables/data
0x009384e0	.data	BFBehLocoSwitchSet object freelist head	identified	Gameplay/entity variables/data
0x009384e8	.data	BFBehFollowEntity object freelist head	identified	Gameplay/entity variables/data
0x009384ec	.data	BFBehHeadLook object freelist head	identified	Gameplay/entity variables/data
0x009384f0	.data	BFBehDirectPursuit object freelist head	identified	Gameplay/entity variables/data
0x009384f4	.data	BFBehWaitQueue object freelist head	identified	Gameplay/entity variables/data
0x009384f8	.data	BFBehEvasion object freelist head	identified	Gameplay/entity variables/data
0x009384fc	.data	BFBehDockQueue object freelist head	identified	Gameplay/entity variables/data
0x00938504	.data	BFBehSendTrigger object freelist head	identified	Gameplay/entity variables/data
0x00938508	.data	BFBehAnimateRandom object freelist head	identified	Gameplay/entity variables/data
0x0093850c	.data	BFBehScript object freelist head	identified	Gameplay/entity variables/data
0x00938510	.data	BFBehAnimateSwitch object freelist head	identified	Gameplay/entity variables/data
0x00938514	.data	BFBehWhap object freelist head	identified	Gameplay/entity variables/data
0x00938518	.data	BFBehDock object freelist head	identified	Gameplay/entity variables/data
0x0093851c	.data	BFBehFollowLine object freelist head	identified	Gameplay/entity variables/data
0x00938524	.data	BFBehEnter object freelist head	identified	Gameplay/entity variables/data
0x00938528	.data	BFBehFollowSpline object freelist head	identified	Gameplay/entity variables/data
0x00938530	.data	BFBehExecTask/BFBehExit shared behavior free-list head global	identified	Gameplay/entity variables/data
0x00938538	.data	BFBehFall object freelist head	identified	Gameplay/entity variables/data
0x0093853c	.data	BFBehDockNow object freelist head	identified	Gameplay/entity variables/data
0x00938540	.data	BFAI target/node action field key globals	identified	Gameplay/entity variables/data
0x00938560	.data	BFBehSendEvent object freelist head	identified	Gameplay/entity variables/data
0x00938568	.data	BFBehDockRadial object freelist head	identified	Gameplay/entity variables/data
0x0093856c	.data	BFBehDockSpline object freelist head	identified	Gameplay/entity variables/data
0x00938570	.data	BFBehFacePos object freelist head	identified	Gameplay/entity variables/data
0x00938574	.data	BFBehWander object freelist head	identified	Gameplay/entity variables/data
0x0093857c	.data	BFBehExecPath object freelist head	identified	Gameplay/entity variables/data
0x00938580	.data	BFBehExit/BFBehEscapeObstacle shared behavior free-list head global	identified	Gameplay/entity variables/data
0x00938584	.data	BFBehKill object freelist head	identified	Gameplay/entity variables/data
0x00938590	.data	g_type_STEER_EVENT_ROOT	type-cache	
0x00938594	.data	g_type_STEER_ADD	type-cache	
0x00938598	.data	g_type_STEER_ADDED	type-cache	
